no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1
27,絵本のリユース,こどもみらいセンター（能登町）,どなたでも,自宅で眠っている本はありませんか？回収した絵本は必要な方にお譲りします。６月１日より利用可能です。回収場所：こどもみらいセンター　本の種類：絵本・子供向けの本・図鑑など　回収期間５月１日（日）～,こどもみらいセンター（能登町）,0768(62)1503,0,2016/06/01,09:15:00,17:30:00,nototyo_orange
28,育児用品フリーマーケット,こどもみらいセンター（能登町）,どなたでも,資源の有効活用と育児費用の軽減を図るため「育児用品フリーマーケット」を開催します。出店者も募集中！出店を希望される方はみらいセンターまで問い合わせ下さい。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/06/19,10:00:00,11:30:00,
29,MamaCafe,こどもみらいセンター（能登町）,未就園児とその保護者,皆さんでゆっくりとお茶を飲みながら、子育て中のお母さん同士の交流を楽しみましょう,こどもみらいセンター（能登町）,0768(62)1503,300,2016/06/10,10:30:00,12:00:00,
30,幼児安全法～熱中症の予防と対策について～,こどもみらいセンター（能登町）,未就園児とその保護者,熱中症について正しい知識を身につけ、体調の変化に気をつけるとともに、周囲にも気を配り熱中症による健康被害を防ぎましょう！,こどもみらいセンター（能登町）,0768(62)1503,0,2016/06/17,10:30:00,11:30:00,
31,身体計測・手袋シアター,こどもみらいセンター（能登町）,未就園児とその保護者,身体計測をします。計測後に手袋シアターも行います！母子手帳を持参下さい。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/06/24,10:30:00,11:30:00,
32,ふれあい遊び～ベビーサインを使って遊ぼう！～,こどもみらいセンター（能登町）,未就園児とその保護者,ベビーサインを使いながら歌ったり、お子さんと触れ合いながら遊びます♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/06/30,10:30:00,11:30:00,
33,七夕製作と飾り付け,こどもみらいセンター（能登町）,どなたでも,七夕の短冊や飾りを作ります。7月7日まで随時受け付けしています。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/06/28,09:15:00,17:30:00,
34,無料歯科検診と工作教室,こどもみらいセンター（能登町）,幼児～小学生,無料歯科検診を開催します。歯科検診受診後に工作教室を行います。会場：コンセールのと　幼児：おえかききんちゃく袋　小学生：段ボール工作（うさぎ・ハムスター・クワガタ）又は麦わら帽子のブローチ　各定員10名,こどもみらいセンター（能登町）,0768(62)1503,0,2016/06/12,10:00:00,12:00:00,
35,サンドウィッチ作り,こどもみらいセンター（能登町）,小学生,好きな具をサンドしてサンドウィッチ作りに挑戦！,こどもみらいセンター（能登町）,0768(62)1503,100,2016/06/04,10:00:00,12:00:00,
36,踊り、歌遊び、育児相談、情報交換、園児との交流,認定こども園柳田保育所,未収園児とその保護者,踊り、歌遊び、育児相談、情報交換、園児との交流,認定こども園柳田保育所,0768(76)0154,0,2016/06/09,10:00:00,11:00:00,nototyo_orange
37,親子で散歩を楽しもう,認定こども園ひばり保育所,未収園児とその保護者,親子で散歩を楽しもう,認定こども園ひばり保育所,0768(62)1502,0,2016/06/16,10:30:00,11:30:00,nototyo_orange
38,からだを動かそう,認定こども園しらさぎ保育所,未収園児とその保護者,からだを動かそう,認定こども園しらさぎ保育所,0768(62)0304,0,2016/06/16,10:30:00,11:30:00,nototyo_orange
39,親子でふれあい遊びをしよう,認定こども園高倉保育所,未収園児とその保護者,親子でふれあい遊びをしよう,認定こども園高倉保育所,0768(62)0670,0,2016/06/16,10:30:00,11:30:00,nototyo_orange
40,遊戯室で遊ぼう,認定こども園上町保育所,未収園児とその保護者,遊戯室で遊ぼう,認定こども園上町保育所,0768(76)0136,0,2016/06/16,10:30:00,11:30:00,nototyo_orange
41,ボールで遊ぼう,認定こども園鵜川保育所,未収園児とその保護者,ボールで遊ぼう,認定こども園鵜川保育所,0768(67)1623,0,2016/06/16,10:30:00,11:30:00,nototyo_orange
42,手作りおもちゃで遊ぶ,認定こども園柳田保育所,未収園児とその保護者,手作りおもちゃで遊びます。育児相談・情報交換・園児との交流もあります。,認定こども園柳田保育所,0768(76)0154,0,2016/07/07,10:00:00,11:00:00,baby
43,おみずじゃぶじゃぶ！,認定こども園鵜川保育所,未収園児とその保護者,お水で遊びます。,認定こども園鵜川保育所,0768(67)1623,0,2016/07/20,10:30:00,11:30:00,baby
44,おまつりごっこに参加しよう（町内まわり）,認定こども園ひばり保育所,未収園児とその保護者,園のおまつりごっこに一緒に参加しましょう,認定こども園ひばり保育所,0768(62)1502,0,2016/07/06,10:30:00,11:20:00,baby
45,水遊び,認定こども園しらさぎ保育所,未収園児とその保護者,みんなで水遊びをします,認定こども園しらさぎ保育所,0768(62)0304,0,2016/07/28,10:30:00,11:20:00,baby
46,親子でふれあい遊びをしよう,認定こども園上町保育所,未収園児とその保護者,親子でふれあい遊びをしましょう♪,認定こども園上町保育所,0768(76)0136,0,2016/07/21,10:30:00,11:30:00,baby
47,作ってあそぼう,認定こども園高倉保育所,未収園児とその保護者,みんなで工作をします,認定こども園高倉保育所,0768(62)0670,0,2016/07/21,10:30:00,11:30:00,baby
48,お魚をさばいてみよう！,こどもみらいセンター（能登町）,未収園児とその保護者,お魚が美味しい能登！美味しく調理できるようになろう♪要予約（定員10名）,こどもみらいセンター（能登町）,0768(62)1503,100,2016/07/08,10:30:00,12:00:00,baby
49,身体計測・エプロンシアター,こどもみらいセンター（能登町）,未収園児とその保護者,身体計測をします。終了後にエプロンシアターもしますのでお楽しみに！母子手帳をお持ち下さい。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/08,10:30:00,11:30:00,baby
50,赤ちゃん撮影会,こどもみらいセンター（能登町）,未収園児とその保護者,みらいセンター支援ルームにて撮影会をします。各自のカメラやデジカメでお子さんを撮影してみましょう！講師：橋本　博美　各自撮影機器をお持ちください。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/19,10:30:00,12:00:00,baby
51,プール開き,こどもみらいセンター（能登町）,未収園児とその保護者,みんなで水遊びをします。プール開きもします！　持ち物：水着・水遊び用オムツ・タオル,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/26,10:30:00,12:00:00,baby
52,プール遊び,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでプール遊びをしましょう！持ち物：水着・水遊び用オムツ・タオル,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/27,10:30:00,12:00:00,baby
53,プール遊び,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでプール遊びをしましょう！　持ち物：水着・水遊び用オムツ・タオル,未収園児とその保護者,0768(62)1503,0,2016/07/28,10:30:00,12:00:00,baby
54,Mama　Cafe,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお茶をしながらお喋りしましょう！子育てアプリの開発体験もできます♪　要予約・定員10名　,こどもみらいセンター（能登町）,0768(62)1503,300,2016/07/29,10:30:00,12:00:00,baby
55,こどもクッキング「ふんわりバナナオムレット」,こどもみらいセンター（能登町）,小学生,美味しいバナナオムレットを作ります。持ち物：エプロン・三角巾・マスク・,こどもみらいセンター（能登町）,0768(62)1503,100,2016/07/10,10:00:00,12:00:00,child
56,オセロ大会,こどもみらいセンター（能登町）,小学生,みんなでオセロをして楽しみましょう♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/13,14:30:00,15:30:00,child
57,ジュニアボランティア「町内清掃」,こどもみらいセンター（能登町）,小学生,みんなの町をみんなできれいにしよう！,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/26,10:00:00,11:00:00,child
58,ジュニアボランティア「町内清掃」,こどもみらいセンター（能登町）,小学生,みんなの町をみんなできれいにしよう！,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/27,10:00:00,11:00:00,child
59,ノーム劇場「おまえうまそうだな」,こどもみらいセンター（能登町）,未収園児～一般,みんなで観賞しましょう♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/29,15:30:00,16:30:00,baby
60,七夕製作と飾り付け,こどもみらいセンター（能登町）,未収園児～一般,七夕の製作・飾り付けをします。７日まで終日受け付けしています。気軽に参加してね♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/07/01,09:15:00,17:30:00,baby
61,おみず・ジャブジャブ,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお水遊びをしましょう♪　持ち物：タオル・水着・プール用紙おむつ,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/02,10:30:00,12:00:00,baby
62,おみず・ジャブジャブ,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお水遊びをしましょう♪　持ち物：タオル・水着・プール用紙おむつ,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/03,10:30:00,12:00:00,baby
63,おみず・ジャブジャブ,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお水遊びをしましょう♪　持ち物：タオル・水着・プール用紙おむつ,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/04,10:30:00,12:00:00,baby
64,おみず・ジャブジャブ,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお水遊びをしましょう♪　持ち物：タオル・水着・プール用紙おむつ,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/05,10:30:00,12:00:00,baby
65,夏祭りの夕べ（盆踊り・夜店・花火など）,認定こども園柳田保育所,未収園児とその保護者,夏祭りをしてみんなで楽しみましょう♪,認定こども園柳田保育所,0768(76)0154,0,2016/08/05,18:30:00,20:00:00,baby
66,夏の遊びを楽しむ！,認定こども園鵜川保育所,未収園児とその保護者,夏にちなんだ遊びをして楽しみます♪,認定こども園鵜川保育所,0768(67)1623,0,2016/08/18,10:30:00,11:30:00,baby
67,水遊びを楽しもう！,認定こども園ひばり保育所,未収園児とその保護者,夏限定の水遊びを楽しみましょう♪,認定こども園ひばり保育所,0768(62)1502,0,2016/08/18,10:30:00,11:20:00,baby
68,楽しい　水遊び,認定こども園しらさぎ保育所,未収園児とその保護者,みんなでお水遊びをしましょう！,認定こども園しらさぎ保育所,0768(62)0304,0,2016/08/18,10:30:00,11:20:00,0
69,夕涼み会に参加しよう,認定こども園上町保育所,未収園児とその保護者,夕涼み会をします！,認定こども園上町保育所,0768(76)0136,0,2016/08/06,18:30:00,20:00:00,baby
70,夏の遊びを楽しもう,認定こども園高倉保育所,未収園児とその保護者,夏ならではの遊びをして楽しみましょう,認定こども園高倉保育所,0768(62)0670,0,2016/08/18,10:30:00,11:30:00,baby
71,ノームアニメ放映会,こどもみらいセンター（能登町）,未収園児～小学生,「河童のクゥと夏休み」を皆で観賞します！楽しいクジ引きもあるよ♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/17,13:30:00,14:30:00,baby
72,ノームアニメ放映会,こどもみらいセンター（能登町）,未収園児～小学生,「妖怪ウォッチ　エンマ大王と５つの物語だニャン」を観賞します！クジ引きもあるよ♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/31,13:30:00,14:30:00,baby
73,手話講座「手話っち」,こどもみらいセンター（能登町）,小学生,簡単にできる手話を教わります♪　＊要申込,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/04,14:00:00,15:00:00,child
74,工作教室「昆虫グライダー作り」,こどもみらいセンター（能登町）,小学生,昆虫型の紙飛行機を作ります。誰が一番長く飛ぶかなぁ～？,こどもみらいセンター（能登町）,0768(62)1503,100,2016/08/06,10:00:00,11:30:00,child
75,ケアハウス縄文との交流会,ケアハウス縄文,小学生,ケアハウス縄文のお年寄りと楽しい遊びや会話などを通して交流します。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/24,14:00:00,15:30:00,child
76,リトミックで遊ぼう！,こどもみらいセンター（能登町）,未収園児とその保護者,リトミックを親子で楽しみ、体験してみましょう！講師：山崎真由美先生,こどもみらいセンター（能登町）,0768(62)1503,0,2016/09/01,10:30:00,12:00:00,baby
77,親子で楽しむ手形アート,こどもみらいセンター（能登町）,未収園児とその保護者,皆で楽しみながらお子様の成長を残しましょう♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/09/08,10:30:00,11:30:00,baby
78,Mama　Cafe,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお茶やお喋りしながらリフレッシュ！　要予約・定員10名　,こどもみらいセンター（能登町）,0768(62)1503,300,2016/09/29,10:30:00,11:30:00,baby
79,町内施設探検～遠島山公園～,こどもみらいセンター（能登町）,小学生,能登町を皆で探検しよう！遠島山公園に行きます。＊雨天中止　定員10名・要申込　持ち物：弁当・水筒・汗ふきタオル,こどもみらいセンター（能登町）,0768(62)1503,100,2016/09/10,10:00:00,14:00:00,child
80,身体計測＆パネルシアター,こどもみらいセンター（能登町）,未収園児とその保護者,身体計測をします。計測後パネルシアターも行います！母子手帳を持参下さい。,こどもみらいセンター（能登町）,0768(62)1503,0,2016/09/30,10:30:00,11:30:00,child
81,オセロで遊ぼう,こどもみらいセンター（能登町）,小学生,ルールーがわからなくても大丈夫！みんなでオセロをして遊びましょう♪,こどもみらいセンター（能登町）,0768(62)1503,0,2016/09/17,10:00:00,11:30:00,child
82,散歩,認定こども園柳田保育所,未収園児とその保護者,園児と一緒に散歩に行きます。＊雨天時や暑すぎる場合は内容の変更をします,認定こども園柳田保育所,0768(76)0154,0,2016/09/08,10:00:00,11:00:00,child
83,お祭りごっこを楽しむ！,認定こども園鵜川保育所,未収園児とその保護者,ヤッサイ！ヤッサイ！皆でお祭りごっこを楽しみましょう♪園児による太鼓の披露もあります☆,認定こども園鵜川保育所,0768(67)1623,0,2016/09/03,09:00:00,12:00:00,child
84,園庭で遊ぼう,認定こども園上町保育所,未収園児とその保護者,園庭で遊びます。,認定こども園上町保育所,0768(76)0136,0,2016/09/15,10:30:00,11:30:00,child
85,体を動かして遊ぼう,認定こども園高倉保育所,未収園児とその保護者,体をいっぱい動かして遊びます。,認定こども園高倉保育所,0768(62)0670,0,2016/09/21,10:30:00,11:30:00,child
86,ニュースポーツを楽しもう,こどもみらいセンター（能登町）,小学生,ニュースポーツを皆で楽しみましょう♪★要申込,こどもみらいセンター（能登町）,0768(62)1503,0,2016/10/05,15:00:00,16:00:00,child
87,こどもクッキング～簡単さつまいもクッキー～,こどもみらいセンター（能登町）,小学生,誰でも簡単にできる！サツマイモクッキーを作ります♪定員10名・持ち物：エプロン・三角巾・マスク・手ふき★要申込,こどもみらいセンター（能登町）,0768(62)1503,100,2016/10/08,10:00:00,12:00:00,child
88,さつまいも掘り＆おもちゃ作り,こどもみらいセンター（能登町）,未収園児とその保護者,５月に植えたさつまいも！いよいよ収穫です♪簡単にできるおもちゃ作りの紹介もするよ！★要申込,こどもみらいセンター（能登町）,0768(62)1503,0,2016/10/11,10:30:00,11:30:00,baby
89,おやこでクッキー作り,こどもみらいセンター（能登町）,未収園児とその保護者,お家でも簡単に作れる！お子さんと一緒に作れる！レシピを紹介します！どんなクッキーができるかなぁ～？★要申込　持ち物：エプロン・三角巾,こどもみらいセンター（能登町）,0768(62)1503,100,2016/10/18,10:30:00,11:30:00,baby
90,ＭａｍａＣａｆｅ,こどもみらいセンター（能登町）,未収園児とその保護者,皆さんでゆっくりとお茶を飲みながら、子育て中のお母さん同士の交流を楽しみましょう！★要申込　定員10名,こどもみらいセンター（能登町）,0768(62)1503,300,2016/10/21,10:30:00,12:00:00,child
91,ドッチボール大会,こどもみらいセンター（能登町）,小学生,ドッチボールをして遊ぼう！★要申込　持ち物：内履きズック・汗ふきタオル・お茶又は水,こどもみらいセンター（能登町）,0768(62)1503,0,2016/10/21,14:00:00,15:30:00,child
92,ハロウィンを楽しもう,こどもみらいセンター（能登町）,小学生,ハロウィンの工作をした後にゲームもするよ♪★要申込　定員：10名,こどもみらいセンター（能登町）,0768(62)1503,100,2016/10/22,10:00:00,12:00:00,child
93,身体計測・ハロウィンパーティー,こどもみらいセンター（能登町）,未収園児とその保護者,身体計測をします。計測後にはハロウィンパーティーを楽しみましょう♪　＊母子手帳を持参下さい,こどもみらいセンター（能登町）,0768(62)1503,0,2016/10/28,10:30:00,11:30:00,child
94,運動会,認定こども園柳田保育所,未収園児とその保護者,運動会でお兄さん・お姉さんの競技を見たり、親子でゲームに参加したりできます。,認定こども園柳田保育所,0768(76)0154,0,2016/10/08,09:00:00,12:00:00,baby
95,遊戯室で好きな遊びを楽しもう,認定こども園ひばり保育所,未収園児とその保護者,お遊戯室で皆で楽しく遊びましょう♪,認定こども園ひばり保育所,0768(62)1502,0,2016/09/15,10:30:00,11:20:00,baby
96,運動会に参加しよう,認定こども園ひばり保育所,未収園児とその保護者,運動会に参加してみましょう！,認定こども園ひばり保育所,0768(62)1502,0,2016/09/24,09:00:00,12:00:00,baby
97,元気いっぱい運動会,認定こども園しらさぎ保育所,未収園児とその保護者,園児と一緒に運動会を楽しみましょう！,認定こども園しらさぎ保育所,0768(62)0304,0,2016/10/01,09:00:00,12:00:00,baby
98,仲良くお散歩,認定こども園しらさぎ保育所,未収園児とその保護者,園児と一緒にお散歩に出かけましょう♪,認定こども園しらさぎ保育所,0768(62)0304,0,2016/10/20,10:30:00,11:20:00,baby
99,体を動かして遊ぼう,認定こども園高倉保育所,未収園児とその保護者,体を動かして遊びましょう！動きやすい服装で遊びに来てね★,認定こども園高倉保育所,0768(62)0670,0,2016/09/21,10:30:00,11:30:00,baby
100,園庭で遊ぼう,認定こども園上町保育所,未収園児とその保護者,園庭で園児と関わりながら遊びましょう！,認定こども園上町保育所,0768(76)0136,0,2016/09/15,10:30:00,11:30:00,baby
101,運動会に参加しよう,認定こども園上町保育所,未収園児とその保護者,運動会に参加して楽しみましょう！,認定こども園上町保育所,0768(76)0136,0,2016/10/01,09:00:00,12:00:00,baby
102,運動会って楽しいね,認定こども園鵜川保育所,未収園児とその保護者,楽しい運動会に一緒に参加しましょう！,認定こども園鵜川保育所,0768(67)1623,0,2016/10/08,09:00:00,12:00:00,baby
103,第２回　モンテッソーリ教育　ワークショップin能登,能登町内（申込時ご案内します）,どなたでも,家庭でできるモンテッソーリ教育を学びます。（乳幼児編です）講師：国際モンテッソーリ幼児・小学校教師,モンテッソーリスクール　カサデバンビー二,076-205-2270,1500,2016/10/30,10:00:00,11:30:00,能登町
104,ジン・マサフスキーのサイレントコメディーマジック,コンセールのと（多目的ホール）,どなたでも,しゃべらないのに面白い！しゃべらないからこそ面白い！パントマイムやイリュージョンマジックなど見どころいっぱい！,能登町子ども会連合会・こどもみらいセンター・みらい子育てネット・能登町教育委員会,0768-62-3458,0,2016/11/06,13:00:00,14:00:00,能登町
105,育児用品＆生活雑貨フリーマーケット,コンセールのと,どなたでも,すぐに使えなくなってしまう育児用品。資源の有効活用と育児用品の軽減を図るため「育児用品＆生活雑貨フリーマーケット」を開催します！出店者も募集中!!,こどもみらいセンター（能登町）,0768(62)1503,0,2016/11/20,10:00:00,11:30:00,能登町
106,えいごで遊ぼう!!,こどもみらいセンター（能登町）,未収園児とその保護者,大人気の英語教室の先生と遊びます！講師：新出　奈保先生★要申込,こどもみらいセンター（能登町）,0768(62)1503,0,2016/11/18,10:30:00,11:30:00,baby
107,身体計測＆手遊び,こどもみらいセンター（能登町）,未収園児とその保護者,身体計測をします。計測後は手遊びをして遊びましょう♪　★母子手帳を持参下さい,こどもみらいセンター（能登町）,0768(62)1503,0,2016/11/25,10:30:00,11:30:00,baby
108,Mama　Cafe,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお茶やお喋りしながらリフレッシュ！　要予約・定員10名　　,こどもみらいセンター（能登町）,0768(62)1503,300,2016/11/30,10:30:00,12:00:00,baby
109,園庭遊び,認定こども園柳田保育所,未収園児とその保護者,園庭で皆と一緒に遊びましょう！,認定こども園柳田保育所,0768(76)0154,0,2016/11/10,10:00:00,11:00:00,能登町
110,秋の散歩を楽しもう,認定こども園鵜川保育所,未収園児とその保護者,木の実拾いや草花を摘んで遊びましょう♪,認定こども園鵜川保育所,0768(67)1623,0,2016/11/17,10:30:00,11:30:00,能登町
111,ままごと遊びを楽しもう,認定こども園ひばり保育所,未収園児とその保護者,園児と一緒におままごと遊びを楽しみましょう,認定こども園ひばり保育所,0768(62)1502,0,2016/11/17,10:30:00,11:20:00,能登町
112,粘土で遊ぼう,認定こども園しらさぎ保育所,未収園児とその保護者,粘土遊びをします！,認定こども園しらさぎ保育所,0768(62)0304,0,2016/11/17,10:30:00,11:20:00,能登町
113,コーナー遊びをしよう,認定こども園上町保育所,未収園児とその保護者,準備してあるいろいろな遊びを楽しみます！,認定こども園上町保育所,0768(76)0136,0,2016/11/17,10:30:00,11:30:00,能登町
114,遊戯室で遊ぼう,認定こども園高倉保育所,未収園児とその保護者,お遊戯室での遊びを楽しみましょう！,認定こども園高倉保育所,0768(62)0670,0,2016/11/17,10:30:00,11:30:00,能登町
115,秋のバス遠足,こどもみらいセンター（能登町）,小学生,輪島キリコ会館　マリンタウン「こどもの広場」に行きます！＊まつなみキッズセンターと合同で実施します。各施設定員10名・要申込＊持ち物弁当・水筒・敷物・おやつ・ゴミ袋,こどもみらいセンター（能登町）・松波キッズセンター,0768(62)1503・0768（72）0269,200,2016/11/03,10:00:00,15:00:00,child
116,簡単お茶会,こどもみらいセンター（能登町）,小学生,茶道の心得を能登高校茶道部の方に学びます！＊要申込・定員１０名,小学生,0768(62)1503,100,2016/11/12,10:00:00,11:00:00,child
117,発表会,認定こども園柳田保育所,未収園児とその保護者,皆で発表会を観賞しましょう！,認定こども園柳田保育所,0768(76)0154,0,2016/12/17,09:00:00,12:00:00,baby
