no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1,url,timestamp,soucefile,totaluser
,たんぽぽ読み聞かせ,珠洲市子育て支援センター・児童館,乳幼児とその保護者,読み聞かせたんぽぽ隊さんが絵本の読み聞かせをしてくださいます。,珠洲市子育て支援センター,0768-82-5479,0,2016/08/02,10:00:00,10:20:00,,,2016/08/29 10:21:43,suzucity.csv,reisiu
,たんぽぽ読み聞かせ,珠洲市子育て支援センター・児童館,乳幼児とその保護者,読み聞かせたんぽぽ隊さんが絵本の読み聞かせをしてくださいます。,珠洲市子育て支援センター,0768-82-5479,0,2016/08/02,10:00:00,10:20:00,,,2016/08/29 10:21:43,suzuki.csv,reisiu
17,輪島市乳幼児健康相談,輪島市もんぜん児童館,乳幼児,身体測定＆保健師・栄養士がお子さんの成長や健康についての相談をお伺いします,輪島市健康推進課,0768-23-1136,0,2016/08/02,10:00:00,11:00:00,,,2016/08/29 10:21:43,takese_kensui0321.csv,reisiu
56,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/08/02,10:00:00,12:00:00,,,2016/08/29 10:21:43,anamizuh28.csv,reisiu
61,おみず・ジャブジャブ,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお水遊びをしましょう♪　持ち物：タオル・水着・プール用紙おむつ,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/02,10:30:00,12:00:00,baby,,2016/08/29 10:21:43,mirai461_0119.csv,reisiu
63,絵画・造形教室,穴水町児童館,小学生１０人（予約）,「よく見て描こう」～混色の技法～,穴水町,穴水町児童館(0768-52-3220),0,2016/08/02,10:00:00,12:00:00,,,2016/08/29 10:21:43,anamizuh28.csv,reisiu
,保育所開放日,市内各保育所,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。今月の開放日は、3日・17日です。,珠洲市子育て支援センター,0768-82-5479,0,2016/08/03,09:00:00,11:00:00,suzu_pink,,2016/08/29 10:21:43,suzucity.csv,reisiu
,保育所開放日,市内各保育所,乳幼児とその保護者,◎市内各保育所の開放日ご利用ください。毎月第１・３水曜日です。今月の開放日は、3日・17日です。,珠洲市子育て支援センター,0768-82-5479,0,2016/08/03,09:00:00,11:00:00,suzu_pink,,2016/08/29 10:21:43,suzuki.csv,reisiu
62,おみず・ジャブジャブ,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお水遊びをしましょう♪　持ち物：タオル・水着・プール用紙おむつ,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/03,10:30:00,12:00:00,baby,,2016/08/29 10:21:43,mirai461_0119.csv,reisiu
54,温水プール遊び,穴水町子育て支援センター（平和こども園）,乳幼児,温水プール遊び,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/08/04,09:30:00,11:00:00,,,2016/08/29 10:21:43,anamizuh28.csv,reisiu
63,おみず・ジャブジャブ,こどもみらいセンター（能登町）,未収園児とその保護者,みんなでお水遊びをしましょう♪　持ち物：タオル・水着・プール用紙おむつ,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/04,10:30:00,12:00:00,baby,,2016/08/29 10:21:43,mirai461_0119.csv,reisiu
73,手話講座「手話っち」,こどもみらいセンター（能登町）,小学生,簡単にできる手話を教わります♪　＊要申込,こどもみらいセンター（能登町）,0768(62)1503,0,2016/08/04,14:00:00,15:00:00,child,,2016/08/29 10:21:43,mirai461_0119.csv,reisiu
,ママのためのセラピーアラカルト,珠洲市子育て支援センター・児童館,乳幼児の保護者１０名,主任児童委員・加藤美紀さんがボランティアでフット・ ハンド・ヘッドのいずれかをマッサージして下さいます。持ち物：飲み物☆参加ご希望の方は、前日までに珠洲市子育て支援センターにお申し込みください。（申込み順の受付となります。）☆対象人数になり次第、締め切らせて頂きます,珠洲市子育て支援センター,0768-82-5479,0,2016/08/05,10:00:00,11:30:00,,,2016/08/29 10:21:43,suzucity.csv,reisiu
,ママのためのセラピーアラカルト,珠洲市子育て支援センター・児童館,乳幼児の保護者１０名,主任児童委員・加藤美紀さんがボランティアでフット・ ハンド・ヘッドのいずれかをマッサージして下さいます。持ち物：飲み物☆参加ご希望の方は、前日までに珠洲市子育て支援センターにお申し込みください。（申込み順の受付となります。）☆対象人数になり次第、締め切らせて頂きます,珠洲市子育て支援センター,0768-82-5479,0,2016/08/05,10:00:00,11:30:00,,,2016/08/29 10:21:43,suzuki.csv,reisiu
57,児童館であそぼう,穴水町児童館,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/08/05,10:00:00,12:00:00,,,2016/08/29 10:21:43,anamizuh28.csv,reisiu
62,おはなし会,穴水町児童館,小学生,絵本・すばなし・紙芝居,穴水町,児童館,0,2016/08/05,10:30:00,11:30:00,,,2016/08/29 10:21:43,anamizuh28.csv,reisiu
