no,eventtitle,where,place,whom,what,who,contact,fee,when,openTime,closeTime,tag1,url,timestamp,soucefile,totaluser
7,ほっとサロンみらい,輪島市子育て支援センター・児童センター,,妊婦　乳幼児とその保護者,お茶をしたり、おさがりをもらったり、ほっと一息つきましょう。,みらい子育てネット輪島　共催：輪島市子育て支援センター・児童センター,0768-22-8037,無料,2016/12/01,10:30:00,11:15:00,,,2016/12/27 10:13:43,yamagami.csv,reisiu
111,子育て情報交換,穴水町子育て支援センター（平和こども園）,,乳幼児,ママ達と情報交換しましょう,穴水町,平和こども園　（０７６８）５２－２１３０,0,2016/12/01,09:30:00,11:00:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
,ママのためのセラピーアラカルト,珠洲市子育て支援センター・児童館,,乳幼児の保護者１０名,主任児童委員・加藤美紀さんがボランティアでフット・ ハンド・ヘッドのいずれかをマッサージして下さいます。持ち物：飲み物☆☆参加ご希望の方は、子育て支援センターにお申し込みください。（申込み順の受付となります。）☆対象人数になり次第、締め切らせて頂きます,珠洲市子育て支援センター,0768-82-5479,0,2016/12/02,10:00:00,11:30:00,,,2016/12/27 10:13:43,suzuki.csv,reisiu
119,児童館であそぼう,穴水町児童館,,乳幼児,子育てサポーターが幼児の遊びをサポートします,穴水町,穴水町児童館(0768-52-3220),0,2016/12/02,10:00:00,12:00:00,,,2016/12/27 10:13:43,anamizuh28.csv,reisiu
3,クリスマス点灯式,上町公民館,,幼児・小学生と保護者(11月25日までに上町公民館まで申し込みの必要です),大きなクリスマスツリーの点灯　ふるまいトン汁他,上町公民館,0768-76-0249,0,2016/12/03,時間は未定,時間は未定,,,2016/12/27 10:13:43,ukawa.csv,reisiu
11,森のようちえん,一本松公園,上の駐車場に１１時に集合です。,親子、大人、どなたでも,森のようちえん 日時：12月3日(土) 11時～13時頃 場所： 一本松公園（輪島市河井井町１４）　集合：一本松公園上の駐車場　 参加費：１家族500円 （保険代含む）定員：10名 対象：親子(お子さんの年齢は問いません) 持ち物：弁当、水筒、切った野菜、雨具 服装：長袖・長ズボン(汚れてもよい服)、長靴、帽子 内容：森で子どもが自由に遊ぶのを見守ります。 お昼は持ちよった野菜でスープを作ります。 ※雨天決行です。11月30日までに参加者全員のお名前、年齢、電話番号をお知らせください。,輪島親子昆虫クラブ,wajima.konchuclub@gmail.com 3日前までにメールください。　https://www.facebook.com/wajima.konchuclub/,500,2016/12/03,11:00:00,13:00:00,,,2016/12/27 10:13:43,motoguchi.csv,reisiu
127,たのしい発表会,認定こども園鵜川保育所,,未就園児とその保護者,お姉さん、お兄さんの発表を観賞しましょう！,認定こども園鵜川保育所,0768(67)1623,0,2016/12/03,09:30:00,12:00:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
130,発表会に参観しよう,認定こども園上町保育所,,未就園児とその保護者,発表会を観賞しましょう！,認定こども園上町保育所,0768(76)0136,0,2016/12/03,09:30:00,12:00:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
132,たのしい発表会,認定こども園鵜川保育所,,未就園児とその保護者,お姉さん、お兄さんの発表を観賞しましょう！,認定こども園鵜川保育所,0768(67)1623,0,2016/12/03,09:30:00,12:00:00,baby,,2016/12/27 10:13:43,mirai461_0119.csv,reisiu
2,あったか食堂2016,三波公民館,,どなたでも,かぶら寿司作り教室　他、いろいろなテナントが出店します,鵜川公民館,0768-62-0807,かぶら寿司作りは　300,2016/12/04,10:00:00,15:00:00,,,2016/12/27 10:13:43,ukawa.csv,reisiu
