no,display,list_no,category,name,address,lat,lng,phone1,phone2,memo1,memo2,area,hours,closing,diaper,URL
40,,2,公園,見付公園,珠洲市宝立町鵜島地内,37.397096202696275,137.24287390708923,,,遊具(大型遊具、ブランコ)改修予定なし, その他の公園,,,,,
41,,2,公園,輪島市鵠巣多目的広場,石川県輪島市大野町菰沢12の2番地,37.397287,136.933901,,,,,,,,,
42,,2,公園,夕陽ヶ丘子どもの広場,石川県輪島市堀町161-3,37.397684,136.890551,,,,,,,,,
43,,2,公園,鳳来山子どもの広場,鳳至町石浦町12,37.3994805556,136.8966944444,,,,,,,,,
44,,2,公園,鳳来山公園,石川県輪島市鳳至町,37.4003,136.89655,0768-22-6588,,,,,,,,
45,,2,公園,海士町子どもの広場,石川県輪島市海士町天地15,37.4016805556,136.8973722222,,,,,,,,,
46,,2,公園,港コミュニティーセンター子どもの広場,輪島崎町1部211-4,37.4031944444,136.8998194444,,,,,,,,,
47,,2,公園,南方農村公園,珠洲市上戸町南方ち字59番地,37.4187651,137.2395108,,,遊具(ブランコ、滑り台、シーソー)改修予定なし,農村公園,,,,,
48,,2,公園,柳田街区公園,珠洲市上戸町南方地内,37.419986758189616,137.24821418523788,,,遊具(小型遊具)改修予定,柳田神社前 都市公園,,,,,
49,,2,公園,町野公園,石川県輪島市町野町鈴屋イ2番地1,37.42506995112517,137.08914272520065,,,,,,,,,
50,,2,公園,上戸多目的広場,珠洲市上戸町北方地内,37.430206844897775,137.2510425746441,,,遊具：無,上戸跨線橋下 その他の公園,,,,,
51,,2,公園,名舟町子どもの広場,石川県輪島市名舟町ト1-1,37.4326027778,137.0186805556,,,旧名舟小学校,,,,,,
52,,2,公園,吾妻街区公園,珠洲市飯田町地内,37.43918394834147,137.26731553673744,,,遊具(小型遊具、ブランコ)改修済,吾妻町若山川左岸 都市公園,,,,,
53,,2,公園,さかえ街区公園,珠洲市飯田町地内,37.439794096718465,137.26613402366638,,,遊具：無,昭和橋右岸 都市公園,,,,,
54,,2,公園,城山街区公園,珠洲市若山町出田地内,37.440140164703784,137.2630226612091,,,遊具(小型遊具)改修予定なし,飯田保育所横 都市公園,,,,,
55,,2,公園,フラワーパーク鉢ケ崎,珠洲市蛸島町1番地,37.4406896,137.3249832,,,遊具：無,花の里 農村公園,,,,,
56,,2,公園,鉢ケ崎総合公園,珠洲市蛸島町地内,37.440772,137.329079,,,遊具：大人も夢中になる大型遊具があります。海岸にも近い。,駐車場：いっぱいあり,,,,,
57,,2,公園,野々江芝広場,珠洲市野々江町地内,37.44100905449935,137.2688376903534,,,遊具：無,すずなり横 その他の公園,,,,,
58,,2,公園,弁天近隣公園,石川県珠洲市蛸島町ナ−１２３,37.441686270431944,137.30859875679016,,,遊具(小型複合遊具)改修予定,旧蛸島駅向い 都市公園,,,,,
59,,2,公園,大倉公園,町野町大川七43番1,37.4426,137.0702138889,,,,,,,,,
60,,2,公園,ゆとりーとぱーく,珠洲市野々江町地内,37.4449955959807,137.26974964141846,,,遊具：無,野々江総合公園下 その他の公園,,,,,
61,,2,公園,正院街区公園,石川県珠洲市正院町川尻,37.44563018608521,137.29517430067062,,,遊具(ブランコ、滑り台)改修予定,正院小学校グラウンド横 都市公園,,,,,
62,,2,公園,野々江総合公園,珠洲市野々江町地内,37.44581758079131,137.2706937789917,,,遊具：新しい遊具があります。広いです。大きな池のまわりを走ってる人も。,,,,,,
63,,2,公園,立町白鳥公園,珠洲市正院町正院地内,37.445825863548755,137.28848524785042,,,遊具(ブランコ、滑り台)改修予定なし,旧正院駅跡 その他の公園,,,,,
64,,2,公園,小泊農村公園,珠洲市三崎町小泊14字101番地1,37.4547083,137.3592326,,,遊具：無,農村公園,,,,,
65,,2,公園,火宮農村公園,珠洲市若山町火宮い部24番地,37.4576914,137.2352597,,,遊具(ブランコ、シーソー)改修予定なし,農村公園,,,,,
66,,2,公園,本農村公園,珠洲市三崎町本へ部4番地,37.4659337,137.3243131,,,遊具：無,農村公園,,,,,
67,,2,公園,杉山緑地等広場,珠洲市三崎町杉山51字59番地,37.4689357,137.309236599999,,,遊具：無, 農村公園,,,,,
68,,2,公園,大町公園,珠洲市大谷町地内,37.498930367825906,137.17317268252373,,,遊具(ブランコ)改修予定なし,大谷保育所奥 その他の公園,,,,,
69,,2,公園,馬緤農村公園,珠洲市馬緤町は字15番地,37.5077961,137.216401099999,,,遊具：無,農村公園,,,,,
70,,2,公園,狼煙山村広場,珠洲市狼煙町イ部224番地,37.5258134,137.3253992,,,遊具：無,旧狼煙小学校 農村公園,,,,,
71,,2,公園,マリンタウン,,37.396370,136.909902,,,,2016年7月にできたばかりの大型遊具。小学生向けのようです。飛び跳ねて遊ぶポンポンドームもあります。トイレも充実。,,,,有,
72,,2,公園,柳田教養文化館前広場,珠郡能登町柳田礼8-1,37.3672462,137.09679110000002,,,,,,,,不明,
73,,2,公園,内浦総合運動公園,鳳珠郡能登町布浦拓20-4,37.3416482,137.25081039999998,,,,,,,,不明,
74,,2,公園,藤波運動公園,鳳珠郡能登町藤波23-1-137,37.294049,137.13268489999996,,,,,,,,有　多目的トイレ内,
75,,2,公園,ラポルトすず,〒927-1214　石川県珠洲市飯田町1丁目1－8,37.433491,137.261686,TEL（0768）82-8200,,外の芝生広場に音のなる遊具などがあって子どもが喜びます。,ラポルトの室内はキッズルームも有ります。カフェで軽食も食べられます。３Fまで登れば展望デッキがあります。,,,,有（多目的トイレ内）,http://www.city.suzu.ishikawa.jp/laporte-suzu/
